카테고리,가게명,주소
1인분 주문,열정국밥-안산사동점,경기도 안산시 상록구 사동 1200 1층 일부
1인분 주문,짜글이미식회-상록점,경기도 안산시 상록구 사동 1252-11 1층 일부호
1인분 주문,정통오모가리김치찜-본점,경기도 안산시 상록구 사동 1581-6 1층
1인분 주문,장군직화구이족발-안산점,"경기도 안산시 상록구 사동 1244-13 101,102호"
1인분 주문,순뼈감-안산한양대점,경기도 안산시 상록구 사동 1149-20 1층
1인분 주문,밥부르기니-본점,경기도 안산시 상록구 사동 1581-6 지하1층 일부호
1인분 주문,밀플랜비-한양대에리카점,경기도 안산시 상록구 사동 1149-11 밀플랜비
1인분 주문,곱도리탕부터시작하는자영업생활-안산점,경기도 안산시 상록구 사동 1576-3 1층 102호
1인분 주문,한방왕족발-안산본점,경기도 안산시 상록구 사동 1201 1층 일부
1인분 주문,페퍼로니버튼-에리카점,경기도 안산시 상록구 사동 1569-1 A동 1층
1인분 주문,옥수동묵은지김치찜-안산점,경기도 안산시 상록구 사동 1576-3 101호 (사동)
1인분 주문,맘사랑돼지김치찜,경기도 안산시 상록구 사동 1516-1 1516-1 101호
1인분 주문,통닭원-사동점,경기도 안산시 상록구 사동 1418-4 1층
1인분 주문,굽네치킨&피자-사동감골점,"경기도 안산시 상록구 사동 1318-8 한도프라자 103,104호"
1인분 주문,올데이쿡인생맛죽-안산상록점,경기도 안산시 상록구 사동 1286-8 1층 일부
1인분 주문,그릴하우스-안산상록점,경기도 안산시 상록구 사동 1169-2 1층
1인분 주문,토핑스온패티스,경기도 안산시 상록구 사동 1151-4 1층
1인분 주문,담양죽순추어탕-안산점,경기도 안산시 상록구 사동 1184-3 1층
1인분 주문,THE더가득담은김치찜-안산점,경기도 안산시 상록구 사동 1576-3 1층 102호
1인분 주문,"보고싶닭,곱도리-본점",경기도 안산시 상록구 사동 1581-6 1층
1인분 주문,마미묵은지찜-안산점,경기도 안산시 상록구 사동 1516-1 1516-1 101호
1인분 주문,"옥수동돼치집,돼지와김치의완벽한비율을찾다-안산점",경기도 안산시 상록구 사동 1576-3 1층 102호
1인분 주문,한근제육&쭈꾸미볶음-안산점,경기도 안산시 상록구 사동 1516-1 1층 일부 (사동)
1인분 주문,닭요리하는남자,경기도 안산시 상록구 사동 1167-1 1167-1 지하1층
1인분 주문,필라프에빠지다&파스타-본점,경기도 안산시 상록구 사동 1204-12 1층
1인분 주문,곱창의전설-안산점,경기도 안산시 상록구 사동 1528-11 101호-6
1인분 주문,포레파스타,경기도 안산시 상록구 사동 1307 104호
1인분 주문,킴브로스피자&파스타-안산상록수점,경기도 안산시 상록구 사동 1392-8 1층 일부
1인분 주문,미나리에칼집낸삼겹미나삼-안산본점,경기도 안산시 상록구 사동 1581-6 지하1층(사동)
1인분 주문,닭플릭스오리지날찜닭-안산점,경기도 안산시 상록구 사동 1293 1층 일부호
1인분 주문,진곱도리탕전문점-안산점,경기도 안산시 상록구 사동 1293 1층 일부호
1인분 주문,엄마밥상-상록구점,경기도 안산시 상록구 사동 1317-5 1층
1인분 주문,도래곱창-안산점,경기도 안산시 상록구 사동 1528-11 101호-1
1인분 주문,구백냥곱창-안산점,경기도 안산시 상록구 사동 1528-11 101호-5
1인분 주문,닭도리탕전문팔도당-안산점,경기도 안산시 상록구 사동 1293 1층 일부호
1인분 주문,"연탄할매곱창,막창&닭발-안산점",경기도 안산시 상록구 사동 1528-11 101호-3
1인분 주문,외길곱창-안산점,경기도 안산시 상록구 사동 1528-11 101호-4
프랜차이즈,또래오래-사동점,경기도 안산시 상록구 사동 1322-6 1층(사동)
프랜차이즈,북경반점-한양대점,경기도 안산시 상록구 사동 1154-15 하늘채 1층
프랜차이즈,호식이두마리치킨-사동1호점,"경기도 안산시 상록구 사동 1285-2 호식이두마리치킨,사동1호점 1층 103호"
프랜차이즈,써브웨이-안산한양대점,"경기도 안산시 상록구 사동 1569-4 1층 106,107호"
프랜차이즈,인생치킨-상록점,경기도 안산시 상록구 사동 1241-1 1층 103호
프랜차이즈,교촌치킨-사동1호점,경기도 안산시 상록구 사동 1172 1층
프랜차이즈,쥬씨-안산한양대점,경기도 안산시 상록구 사동 1149-1 1149-1 1층
프랜차이즈,페리카나-한대역점,경기도 안산시 상록구 사동 1186-8 1186-8
프랜차이즈,해두리치킨-사동점,경기도 안산시 상록구 사동 1333-9 휴먼빌딩 1층 102호
프랜차이즈,육회바른연어-안산한양대점,"경기도 안산시 상록구 사동 1569-4 108,109호"
프랜차이즈,1리터SELL&디저트와플-상록점,경기도 안산시 상록구 사동 1519-10 101호
프랜차이즈,88제육-상록점,경기도 안산시 상록구 사동 1186-11 1층
프랜차이즈,버텍스미국식덮밥-한양대에리카점,경기도 안산시 상록구 사동 1567-8
프랜차이즈,피자헐-안산본점,경기도 안산시 상록구 사동 1393-11 1393-11 1층
프랜차이즈,멕시카나-사동점,경기도 안산시 상록구 사동 1412-6 1층 102호
프랜차이즈,마X포차-사동점,경기도 안산시 상록구 사동 1304-11 마엑스포차 1층
프랜차이즈,도미노피자-상록수점,경기도 안산시 상록구 사동 1341-12 1층
프랜차이즈,동해루-사동점,경기도 안산시 상록구 사동 1333 1층
프랜차이즈,행컵-안산한양대점,경기도 안산시 상록구 사동 1568-11 1층
프랜차이즈,토마토도시락-안산한양대점,"경기도 안산시 상록구 사동 1570-4 토마토도시락,안산한양대점 101호"
프랜차이즈,반올림피자-안산1호점,경기도 안산시 상록구 사동 62-3
프랜차이즈,보배반점-안산한양대점,"경기도 안산시 상록구 사동 1562-7 1층 104, 105호, 106호"
프랜차이즈,정직유부-안산한양대점,경기도 안산시 상록구 사동 1149-1 1층
프랜차이즈,미쳐버린파닭-안산한양대점,경기도 안산시 상록구 사동 1149-23 미쳐버린파닭
프랜차이즈,바우네나주곰탕-사동점,경기도 안산시 상록구 사동 1285-4 1층 일부
프랜차이즈,육회꽃필무렵-사동점,"경기도 안산시 상록구 사동 1244-13 101,102호"
프랜차이즈,달롱도르요거트아이스크림-상록수점,경기도 안산시 상록구 사동 1200-8 1층 일부
프랜차이즈,교반육회비빔밥-안산사동점,경기도 안산시 상록구 사동 1562-6 1층 사동
프랜차이즈,숙성고기육칠이-안산상록점,경기도 안산시 상록구 사동 1241-8 1층 101호
프랜차이즈,오이시타코야끼-안산사동점,경기도 안산시 상록구 사동 1194-1 청룡빌딩 1층 일부
프랜차이즈,핵밥-안산한양대점,경기도 안산시 상록구 사동 1149-3 1층
프랜차이즈,도야짬뽕-안산한양대점,경기도 안산시 상록구 사동 1562-1 102호
프랜차이즈,안동하회찜닭-본오점,경기도 안산시 상록구 사동 1299-8 101호
프랜차이즈,메가MGC커피-안산석호점,경기도 안산시 상록구 사동 1333-17 1층일부
프랜차이즈,화채꽃-안산점,경기도 안산시 상록구 사동 1576-3 101호 (사동)
프랜차이즈,파리바게뜨-안산금강점,"경기도 안산시 상록구 사동 1533 늘푸른아파트 1533 늘푸른아파트 401동 1층 101~2, 114호"
프랜차이즈,계림원-안산점,경기도 안산시 상록구 사동 1559-3 1559-3 1층
프랜차이즈,효자동설렁탕-안산상록점,경기도 안산시 상록구 사동 1202-6 1층 일부
프랜차이즈,노랑통닭-안산사동점,경기도 안산시 상록구 사동 1321-10 1층
프랜차이즈,찐하오마라탕-사동점,경기도 안산시 상록구 사동 1569-6 한대트윈스빌2 1층 101~102호
프랜차이즈,오늘은새우회-안산점,경기도 안산시 상록구 사동 1240-11 1층 오늘은새우회
프랜차이즈,명가갈비찜-사동점,경기도 안산시 상록구 사동 1550-1 1층 102호
프랜차이즈,족보잇는국밥&밀면-사동점,경기도 안산시 상록구 사동 1194-1 청룡빌딩 1층 103호
프랜차이즈,탕화쿵푸마라탕-한양대에리카점,"경기도 안산시 상록구 사동 1569-5 라라캠퍼스 106,107호"
프랜차이즈,이디야커피-안산상록구청점,경기도 안산시 상록구 사동 1191-12 1191-12 1층 101호
프랜차이즈,투썸플레이스-안산사동점,경기도 안산시 상록구 사동 1431-10 주건축물제1동 1층
프랜차이즈,백남옥손만두-사동점,경기도 안산시 상록구 사동 1298 1층 일부
프랜차이즈,낭만닭발(상록구 사동),경기도 안산시 상록구 사동 1517-4 1517-4
프랜차이즈,옥문,경기도 안산시 상록구 사동 1481-11 1층 일부호
프랜차이즈,돈기부여-상록점,"경기도 안산시 상록구 사동 1317-1 돈기부여,상록점 1층 일부"
프랜차이즈,유가네닭갈비-안산한양대점,경기도 안산시 상록구 사동 1569-1 1569-1 B동 2층
프랜차이즈,조쉐프의쌀국수-경기도안산점,경기도 안산시 상록구 사동 1194-1 청룡빌딩 1층 103호
프랜차이즈,만두여행-안산사동점,경기도 안산시 상록구 사동 1332 101호
프랜차이즈,또봉이통닭-경기안산사동3호점,경기도 안산시 상록구 사동 1240-17 1240-17 101호
프랜차이즈,김선생불닭발-상록구점,경기도 안산시 상록구 사동 1506 본오1차아파트 본오프라자 상가 상가동 2층 215호
프랜차이즈,동대문엽기떡볶이-안산사이점,"경기도 안산시 상록구 사동 1386-4 102호,103호"
프랜차이즈,30년불멸의닭발-안산사동점,경기도 안산시 상록구 사동 1423 e편한세상 상록 상가 102동 104호
프랜차이즈,두번먹는명인김치찜-안산사동점,경기도 안산시 상록구 사동 1423 e편한세상 상록 상가동102동 104호
프랜차이즈,라화쿵부마라탕-안산한양대점,"경기도 안산시 상록구 사동 1562-3 한대빌딩 101, 102호"
프랜차이즈,1989슈퍼덮밥-사동점,경기도 안산시 상록구 사동 1332 101호
프랜차이즈,찐하오마라탕-그랑시티점,경기도 안산시 상록구 사동 1639-20 1층 118호
프랜차이즈,파리바게뜨-안산사동중앙점,경기도 안산시 상록구 사동 1318-1 1318-1 1층 104호
프랜차이즈,이삭토스트-안산사동점,경기도 안산시 상록구 사동 1333-13 1층
프랜차이즈,페리카나-사동2점,경기도 안산시 상록구 사동 1396-2 1396-2 102호
프랜차이즈,2+1포차-안산상록점,경기도 안산시 상록구 사동 1241-8 1층 101호
프랜차이즈,더벤티-안산사동중앙점,"경기도 안산시 상록구 사동 1423 상록e편한세상공인중개사사무소,상가102동,1층 102동 103호"
프랜차이즈,자담치킨-사동점,경기도 안산시 상록구 사동 1469-8 101호
프랜차이즈,피자마루-사동점,경기도 안산시 상록구 사동 1420-17 1층
프랜차이즈,팔팔김치찜&김치찌개-상록점,경기도 안산시 상록구 사동 1186-11 1층
프랜차이즈,오구피자-본오아파트점,경기도 안산시 상록구 사동 1505 본오2차아파트 1505 본오2차아파트 1층 105호
프랜차이즈,BHC-안산사동점,경기도 안산시 상록구 사동 1410-5 1410-5
프랜차이즈,마선생얼큰국밥-안산사동점,경기도 안산시 상록구 사동 1398-12 1층 일부호
프랜차이즈,제육왕칠백도-상록구점,경기도 안산시 상록구 사동 1506 본오1차아파트 본오프라자 상가 상가동 2층 215호
프랜차이즈,페리카나-사동점,경기도 안산시 상록구 사동 1333-14 1층 103호
프랜차이즈,파리바게뜨-안산한양대점,경기도 안산시 상록구 사동 1569-2 1569-2 1층
프랜차이즈,교촌치킨-사동2호점,경기도 안산시 상록구 사동 1418-6 삼성빌딩2차 1층
프랜차이즈,사계절갈비-안산상록점,경기도 안산시 상록구 사동 1241-8 1층 101호
프랜차이즈,푸라닭-안산해양그랑시티점,경기도 안산시 상록구 사동 1639 그랑자이호수부동산공인중개사사무소 그랑시키자이2차 근린생활시설233호
프랜차이즈,짜글이용사성공담-안산점,경기도 안산시 상록구 사동 1576-3 101호 (사동)
프랜차이즈,김사부닭도리탕&찜닭-상록구점,경기도 안산시 상록구 사동 1506 본오1차아파트 본오프라자 상가 상가동 2층 215호
프랜차이즈,피나치공-안산사동점,경기도 안산시 상록구 사동 1339-2 103호
프랜차이즈,87닭강정-한양대점,경기도 안산시 상록구 사동 1581-2 1581-2 1층 101호
프랜차이즈,삼첩분식-한대역점,경기도 안산시 상록구 사동 1240-15 1층 101호
프랜차이즈,푸라닭-안산사동점,경기도 안산시 상록구 사동 1202-6 101호
프랜차이즈,꾸브라꼬숯불치킨-사동점,경기도 안산시 상록구 사동 1247-4 1층 일부
프랜차이즈,굽네치킨&피자-안산한양대점,경기도 안산시 상록구 사동 1550-8 1층
프랜차이즈,BBQ-안산고잔금강점,경기도 안산시 상록구 사동 1533 늘푸른아파트 늘푸른아파트상가 401동 104호
프랜차이즈,피자스쿨-안산한양대점,경기도 안산시 상록구 사동 1570-6 1층 101호
프랜차이즈,요거트퍼플-한양대점,경기도 안산시 상록구 사동 1523-5 1층
프랜차이즈,꽃내음김밥,경기도 안산시 상록구 사동 1318-8 한도프라자 101호
프랜차이즈,비스트로피자-안산1호점,경기도 안산시 상록구 사동 1346 상록수타운월드아파트 725동 104호
프랜차이즈,미스터파파임실치즈피자-사동점,경기도 안산시 상록구 사동 1338-6 101호
프랜차이즈,이삭토스트-안산한양대점,경기도 안산시 상록구 사동 1569-2 1569-2 1층 101호
프랜차이즈,덮덮밥-한대역점,경기도 안산시 상록구 사동 1240-15 1층 101호
프랜차이즈,크로엔젤-안산사동점,경기도 안산시 상록구 사동 1319 2층
프랜차이즈,맥시칸치킨-사동점,경기도 안산시 상록구 사동 1338-6 1층
프랜차이즈,오르새피자-안산점,경기도 안산시 상록구 사동 1243 1층 103호
프랜차이즈,마X포차-사이동점,경기도 안산시 상록구 사동 1424-7 1424-7
프랜차이즈,반달커피-안산상록점,경기도 안산시 상록구 사동 1299-9 1층 일부호
프랜차이즈,1키로탕수육-안산상록수점,경기도 안산시 상록구 사동 1318-8 한도프라자 109호
프랜차이즈,꾸브라꼬포장마차떡볶이-사동점,경기도 안산시 상록구 사동 1247-4 1층 일부
프랜차이즈,오리도니-안산상록점,경기도 안산시 상록구 사동 1253-1 103호 너와함께한입가심
프랜차이즈,"맛있게꿉다,꿉삼겹-한대역점",경기도 안산시 상록구 사동 1240-15 1층 101호
프랜차이즈,메가MGC커피-안산디지털프라자사거리점,경기도 안산시 상록구 사동 1518 1층 101호
프랜차이즈,메가MGC커피-한양대에리카점,"경기도 안산시 상록구 사동 1569-4 104호, 105호"
프랜차이즈,시베리아허스키냉면시허냉-안산본점,경기도 안산시 상록구 사동 1581-6 지하1층(사동)
프랜차이즈,코리안바베큐-안산사동점,경기도 안산시 상록구 사동 1469-16 1층 103호
프랜차이즈,손큰할매순대국-안산사동점,"경기도 안산시 상록구 사동 1639-20 2층 213호,214호(그랑시티시그니처타워)"
치킨,썬파닭두마리치킨-안산점,경기도 안산시 상록구 사동 1299-9 1층 일부호
치킨,더치킨-한양대점,경기도 안산시 상록구 사동 1154-6 1154-6
치킨,소확행피자-안산점,경기도 안산시 상록구 사동 1581-2 1581-2 102호
치킨,텐버거-안산한양대점,경기도 안산시 상록구 사동 1562-3 한대빌딩 103호
치킨,NY핫도그&커피-안산한양대점,경기도 안산시 상록구 사동 1338-6 101호
피자/양식,한양대포차,경기도 안산시 상록구 사동 1169-17 삼원빌라 1층
피자/양식,단칸방파스타,경기도 안산시 상록구 사동 1338-2 1층 101호
피자/양식,자이카인도레스토랑,경기도 안산시 상록구 사동 1149-5 2층 일부호
피자/양식,앤의식탁,경기도 안산시 상록구 사동 1570 1570 102호
피자/양식,피자헐-사1동점,경기도 안산시 상록구 사동 1286-8 1286-8번지 1층
피자/양식,에뎀,경기도 안산시 상록구 사동 1169-1 1층
피자/양식,브라더스테이크,경기도 안산시 상록구 사동 1155-11 1155-11 1층
피자/양식,드림즈푸드러시아음식전문점,경기도 안산시 상록구 사동 1542-7 1층 일부
피자/양식,라이혼(Rayhon),경기도 안산시 상록구 사동 1186-15 1층 일부
중국집,일전쌍조-본점,경기도 안산시 상록구 사동 1333-14 1층 103호 (사동)
중국집,팔도반점-상록직영점,경기도 안산시 상록구 사동 1299-11 1층
중국집,준뽕,경기도 안산시 상록구 사동 1253-2 1층
중국집,리더스마라탕-본점,경기도 안산시 상록구 사동 1528-11 1층 103동(사동)
중국집,얼큰해장짬뽕-본점,경기도 안산시 상록구 사동 1333-14 1층 103호 (사동)
중국집,마라강호-사동점,경기도 안산시 상록구 사동 1431-1 1431-1 1층 101호
중국집,우리는얼음밀면을만듭니다-안산점,경기도 안산시 상록구 사동 1194-1 청룡빌딩 1층 103호
중국집,레알마라샹궈,경기도 안산시 상록구 사동 1528-11 1층 103호(사동)
중국집,옛날근본탕수육-본점,경기도 안산시 상록구 사동 1333-14 1층 103호 (사동)
중국집,맛있는중국집,경기도 안산시 상록구 사동 1550-4 1층
중국집,홍콩불짬뽕-안산점,"경기도 안산시 상록구 사동 1346 729동지1층108,109호"
중국집,퓨전탕수육전문점,경기도 안산시 상록구 사동 1267-4 1층 101호
중국집,진심꿔바로우,경기도 안산시 상록구 사동 1528-11 1층 103호
한식,든든국밥&해장냉면,경기도 안산시 상록구 사동 1240-6 1층 일부
한식,감성낙곱새-본점,경기도 안산시 상록구 사동 1581-6 1층
한식,땡글이감자탕,경기도 안산시 상록구 사동 1203-1 1203-1 1층
한식,신주국밥,경기도 안산시 상록구 사동 1521-6 1층(사동)
한식,돈돈돈이조아국밥,경기도 안산시 상록구 사동 1240-6 1층
한식,수봉김치찜,경기도 안산시 상록구 사동 1293-2 1293-2 1층 102호
한식,시골우렁쌈밥-본점,경기도 안산시 상록구 사동 1191-14 1191-14 1층
한식,집밥찌개백반,경기도 안산시 상록구 사동 1332 1332 1층
한식,온정국밥-안산상록점,"경기도 안산시 상록구 사동 1299-8 우된장,안산상록점 1층 일부호"
한식,한가득김치찌개&김치찜&행복한찜닭,경기도 안산시 상록구 사동 1528-14 1층 일부
한식,부자김치찜,경기도 안산시 상록구 사동 1540-1 102호
한식,덕이네냉면&국밥,경기도 안산시 상록구 사동 1317-3 1층
한식,어리버리닭발-사동점,경기도 안산시 상록구 사동 1284-15 1층
한식,닭에는수제비지,경기도 안산시 상록구 사동 1333-12 1층
한식,대박닭발-본점,경기도 안산시 상록구 사동 1517-5 1517-5 101~103호
한식,강여사곱창전골-안산사동점,경기도 안산시 상록구 사동 1332-15 1층 일부
한식,현주네웰빙식당,경기도 안산시 상록구 사동 1346 상록수타운월드아파트 월드스포션 1346 상록수타운월드아파트 월드스포션 729동 지층 112호
한식,중앙한우곱창-사동점,경기도 안산시 상록구 사동 1254-4 101호(사동)
한식,옛날맛,경기도 안산시 상록구 사동 1151-5 1층
한식,안산돼지찌개,경기도 안산시 상록구 사동 1243 1층 102호
한식,하루삼겹-안산점,경기도 안산시 상록구 사동 1546-6 1층 일부
한식,벌떡풍천장어-사동점,경기도 안산시 상록구 사동 1403-5 1층 일부호
한식,감자골닭발,경기도 안산시 상록구 사동 1408-8 1408-8 1층 101호
한식,91콩삼콩나물삼겹살&덮밥,경기도 안산시 상록구 사동 1155-14 1층
한식,덮밥킹,경기도 안산시 상록구 사동 1506 본오1차아파트 본오프라자 상가 상가동 2층 215호
한식,옛날멸치국수김밥,경기도 안산시 상록구 사동 1431-3 1층(사동)
한식,장수한방감자탕-안산자이점,"경기도 안산시 상록구 사동 1639-7 그랑시티자이포트에비뉴 202호,203호"
한식,거기뭉티기&육회-안산본점,경기도 안산시 상록구 사동 1518-2 1층 일부
한식,뿐이네포차,경기도 안산시 상록구 사동 1431 2층(사동)
한식,오늘은아구찜-안산직영점,경기도 안산시 상록구 사동 1209 1층 102호
한식,육회꽃필무렵한우&연어-안산점,경기도 안산시 상록구 사동 1244-13 1층
한식,쏭볶이 본점,경기도 안산시 상록구 사동 1568-5 1층
한식,the죽-안산점,경기도 안산시 상록구 사동 1562-6 1층 사동
한식,성북동경양식,"경기도 안산시 상록구 사동 1569 유원빌딩 유원빌딩 1층 101,102호"
한식,1.5인분얼음냉면-본점,경기도 안산시 상록구 사동 1240-6 1층
한식,떡이야기,경기도 안산시 상록구 사동 1183-5 1층 일부호
한식,숙성회맛집313,경기도 안산시 상록구 사동 1549-9 1층 일부 (사동)
한식,한아름본토왕족발,경기도 안산시 상록구 사동 1470-4 신성아트빌 1470-4 신성아트빌 1층
한식,장터뼈해장국,경기도 안산시 상록구 사동 1521-6 1층
한식,삼겹은삼촌이구워줄게339,경기도 안산시 상록구 사동 1202-6 1층 일부
한식,부자냉면,경기도 안산시 상록구 사동 1540-1 102호
한식,맛있고제육-본점,경기도 안산시 상록구 사동 1240-6 1층
한식,옛골갈비찜닭도리탕,경기도 안산시 상록구 사동 1521-6 1층(사동)
한식,백두닭도리&찜닭,경기도 안산시 상록구 사동 1202-6 1층 일부
한식,삼겹직화구이,경기도 안산시 상록구 사동 1299-8 1층 일부호
한식,맛있떡,경기도 안산시 상록구 사동 1318-8 한도프라자 101호
한식,영덕해물탕똘이엄마다녀간집,경기도 안산시 상록구 사동 1552-3 2층
한식,최고집칼국수,경기도 안산시 상록구 사동 1576 1층
한식,숙성해맛집313,경기도 안산시 상록구 사동 1549-9 1층 일부 (사동)
한식,내담대구뽈탕뽈찜,경기도 안산시 상록구 사동 1477-9 1층
한식,정통식당-사동점,경기도 안산시 상록구 사동 1418-2 1층
한식,그집-본점,"경기도 안산시 상록구 사동 1299-8 1299-8 101,102호"
한식,불날개-상록점,경기도 안산시 상록구 사동 1240-4 1층
한식,김연주한쌈우렁쌈밥,경기도 안산시 상록구 사동 1299-10 1층
한식,그린피그갈비-안산점,경기도 안산시 상록구 사동 1182-2
한식,김종현아구찜,경기도 안산시 상록구 사동 1305-22 1층일부
한식,옛날소스삼겹살,경기도 안산시 상록구 사동 1431-2 102호
한식,어담추어탕,경기도 안산시 상록구 사동 1350 용진빌딩 1층
한식,육회많이주는집-안산점,경기도 안산시 상록구 사동 1528-11 101호-2
한식,김국두김치국물두루치기,경기도 안산시 상록구 사동 1293 1층 일부
한식,대식가-그랑시티자이점,경기도 안산시 상록구 사동 1639 1639 206호(그랑시티자이2차)
한식,면미당-안산상록점,경기도 안산시 상록구 사동 1332 1층 일부호
한식,두례김밥-사동점,경기도 안산시 상록구 사동 1418 1층 두례김밥 사동점
한식,젤리팩토리,경기도 안산시 상록구 사동 1151-5 젤리펙토리 1층
한식,씨엘로커피CIELO,경기도 안산시 상록구 사동 1410 1층 일부호
일식/돈까스,유니왕까스,경기도 안산시 상록구 사동 1318-8 한도프라자 101호
일식/돈까스,한끼초밥-사동점,경기도 안산시 상록구 사동 1209-15 정문시티타운 1층
일식/돈까스,에비수초밥일식-한양대에리카점,경기도 안산시 상록구 사동 1155-10 1155-10 1층 102호
일식/돈까스,청춘막회-안산점,경기도 안산시 상록구 사동 1572 1572 광명빌딩 1층 102호
족발/보쌈,야식왕족발,경기도 안산시 상록구 사동 1309-12 102호(사동)
야식,노스트,경기도 안산시 상록구 사동 1243 1층 102호
야식,해두리버거-사동점,경기도 안산시 상록구 사동 1333-9 휴먼빌딩 1층 102호
야식,와로플,경기도 안산시 상록구 사동 1424-4 1층
야식,냠냠오리,경기도 안산시 상록구 사동 1253-1 103호 너와함께한입가심
야식,파익스피크소다-에리카점,경기도 안산시 상록구 사동 1569-2 1층 일부
분식,셀분식,경기도 안산시 상록구 사동 1574 1574 1층
카페/디저트,버니문,경기도 안산시 상록구 사동 1151-2 1층 버니문 102호
카페/디저트,신디도넛,경기도 안산시 상록구 사동 1563-3 윤준빌딩 1층전체
카페/디저트,역전찹쌀꽈배기&핫도그,경기도 안산시 상록구 사동 1413-4 1413-4 1층
카페/디저트,봉구스틱,경기도 안산시 상록구 사동 1412-10 1층 일부
카페/디저트,묵커피바,경기도 안산시 상록구 사동 1567-5 1층
카페/디저트,어반플레이스,경기도 안산시 상록구 사동 1149-13 1149-13 1층
카페/디저트,카페피움,경기도 안산시 상록구 사동 1318-8 한도프라자 1318-8 한도프라자 1층 106호
카페/디저트,올리바샌드위치,경기도 안산시 상록구 사동 1568-8 1층
카페/디저트,새벽다섯시,경기도 안산시 상록구 사동 1563-6 1층 일부
카페/디저트,커피달라,경기도 안산시 상록구 사동 1341 1341 (주)안산교육 1층 102호
카페/디저트,코지홀리데이,경기도 안산시 상록구 사동 1154-1 1층
